,pclass,age,sibsp,parch,fare,sex_female,sex_male
1077,3.0,,0.0,0.0,7.75,1,0
1078,3.0,,0.0,0.0,7.8792,1,0
1079,3.0,22.0,0.0,0.0,7.775,1,0
1080,3.0,,0.0,0.0,7.75,0,1
1081,3.0,,0.0,0.0,7.8292,1,0
1082,3.0,9.0,0.0,1.0,3.1708,0,1
1083,3.0,28.0,0.0,0.0,22.525,0,1
1084,3.0,42.0,0.0,1.0,8.4042,0,1
1085,3.0,,0.0,0.0,7.3125,0,1
1086,3.0,31.0,0.0,0.0,7.8542,1,0
1087,3.0,28.0,0.0,0.0,7.8542,0,1
1088,3.0,32.0,0.0,0.0,7.775,0,1
1089,3.0,20.0,0.0,0.0,9.225,0,1
1090,3.0,23.0,0.0,0.0,8.6625,1,0
1091,3.0,20.0,0.0,0.0,8.6625,1,0
1092,3.0,20.0,0.0,0.0,8.6625,0,1
1093,3.0,16.0,0.0,0.0,9.2167,0,1
1094,3.0,31.0,0.0,0.0,8.6833,1,0
1095,3.0,,0.0,0.0,7.6292,1,0
1096,3.0,2.0,3.0,1.0,21.075,0,1
1097,3.0,6.0,3.0,1.0,21.075,0,1
1098,3.0,3.0,3.0,1.0,21.075,1,0
1099,3.0,8.0,3.0,1.0,21.075,1,0
1100,3.0,29.0,0.0,4.0,21.075,1,0
1101,3.0,1.0,4.0,1.0,39.6875,0,1
1102,3.0,7.0,4.0,1.0,39.6875,0,1
1103,3.0,2.0,4.0,1.0,39.6875,0,1
1104,3.0,16.0,4.0,1.0,39.6875,0,1
1105,3.0,14.0,4.0,1.0,39.6875,0,1
1106,3.0,41.0,0.0,5.0,39.6875,1,0
1107,3.0,21.0,0.0,0.0,8.6625,0,1
1108,3.0,19.0,0.0,0.0,14.5,0,1
1109,3.0,,0.0,0.0,8.7125,0,1
1110,3.0,32.0,0.0,0.0,7.8958,0,1
1111,3.0,0.75,1.0,1.0,13.775,0,1
1112,3.0,3.0,1.0,1.0,13.775,1,0
1113,3.0,26.0,0.0,2.0,13.775,1,0
1114,3.0,,0.0,0.0,7.0,0,1
1115,3.0,,0.0,0.0,7.775,0,1
1116,3.0,,0.0,0.0,8.05,0,1
1117,3.0,21.0,0.0,0.0,7.925,0,1
1118,3.0,25.0,0.0,0.0,7.925,0,1
1119,3.0,22.0,0.0,0.0,7.25,0,1
1120,3.0,25.0,1.0,0.0,7.775,0,1
1121,3.0,,1.0,1.0,22.3583,0,1
1122,3.0,,1.0,1.0,22.3583,1,0
1123,3.0,,0.0,2.0,22.3583,1,0
1124,3.0,,0.0,0.0,8.1375,1,0
1125,3.0,24.0,0.0,0.0,8.05,0,1
1126,3.0,28.0,0.0,0.0,7.8958,1,0
1127,3.0,19.0,0.0,0.0,7.8958,0,1
1128,3.0,,0.0,0.0,7.8958,0,1
1129,3.0,25.0,1.0,0.0,7.775,0,1
1130,3.0,18.0,0.0,0.0,7.775,1,0
1131,3.0,32.0,0.0,0.0,8.05,0,1
1132,3.0,,0.0,0.0,7.8958,0,1
1133,3.0,17.0,0.0,0.0,8.6625,0,1
1134,3.0,24.0,0.0,0.0,8.6625,0,1
1135,3.0,,0.0,0.0,7.8958,0,1
1136,3.0,,0.0,0.0,8.1125,1,0
1137,3.0,,0.0,0.0,7.2292,0,1
1138,3.0,,0.0,0.0,7.25,0,1
1139,3.0,38.0,0.0,0.0,7.8958,0,1
1140,3.0,21.0,0.0,0.0,8.05,0,1
1141,3.0,10.0,4.0,1.0,29.125,0,1
1142,3.0,4.0,4.0,1.0,29.125,0,1
1143,3.0,7.0,4.0,1.0,29.125,0,1
1144,3.0,2.0,4.0,1.0,29.125,0,1
1145,3.0,8.0,4.0,1.0,29.125,0,1
1146,3.0,39.0,0.0,5.0,29.125,1,0
1147,3.0,22.0,0.0,0.0,39.6875,1,0
1148,3.0,35.0,0.0,0.0,7.125,0,1
1149,3.0,,0.0,0.0,7.7208,1,0
1150,3.0,,0.0,0.0,14.5,0,1
1151,3.0,,0.0,0.0,14.5,1,0
1152,3.0,50.0,1.0,0.0,14.5,0,1
1153,3.0,47.0,1.0,0.0,14.5,1,0
1154,3.0,,0.0,0.0,8.05,0,1
1155,3.0,,0.0,0.0,7.775,0,1
1156,3.0,2.0,1.0,1.0,20.2125,1,0
1157,3.0,18.0,1.0,1.0,20.2125,0,1
1158,3.0,41.0,0.0,2.0,20.2125,1,0
1159,3.0,,0.0,0.0,8.05,1,0
1160,3.0,50.0,0.0,0.0,8.05,0,1
1161,3.0,16.0,0.0,0.0,8.05,0,1
1162,3.0,,0.0,0.0,7.75,0,1
1163,3.0,,0.0,0.0,24.15,0,1
1164,3.0,,0.0,0.0,7.2292,0,1
1165,3.0,25.0,0.0,0.0,7.225,0,1
1166,3.0,,0.0,0.0,7.225,0,1
1167,3.0,,0.0,0.0,7.7292,0,1
1168,3.0,,0.0,0.0,7.575,0,1
1169,3.0,38.5,0.0,0.0,7.25,0,1
1170,3.0,,8.0,2.0,69.55,0,1
1171,3.0,14.5,8.0,2.0,69.55,0,1
1172,3.0,,8.0,2.0,69.55,1,0
1173,3.0,,8.0,2.0,69.55,1,0
1174,3.0,,8.0,2.0,69.55,1,0
1175,3.0,,8.0,2.0,69.55,1,0
1176,3.0,,8.0,2.0,69.55,0,1
1177,3.0,,8.0,2.0,69.55,0,1
1178,3.0,,8.0,2.0,69.55,0,1
1179,3.0,,1.0,9.0,69.55,0,1
1180,3.0,,1.0,9.0,69.55,1,0
1181,3.0,24.0,0.0,0.0,9.325,0,1
1182,3.0,21.0,0.0,0.0,7.65,1,0
1183,3.0,39.0,0.0,0.0,7.925,0,1
1184,3.0,,2.0,0.0,21.6792,0,1
1185,3.0,,2.0,0.0,21.6792,0,1
1186,3.0,,2.0,0.0,21.6792,0,1
1187,3.0,1.0,1.0,1.0,16.7,1,0
1188,3.0,24.0,0.0,2.0,16.7,1,0
1189,3.0,4.0,1.0,1.0,16.7,1,0
1190,3.0,25.0,0.0,0.0,9.5,0,1
1191,3.0,20.0,0.0,0.0,8.05,0,1
1192,3.0,24.5,0.0,0.0,8.05,0,1
1193,3.0,,0.0,0.0,7.725,0,1
1194,3.0,,0.0,0.0,7.8958,0,1
1195,3.0,,0.0,0.0,7.75,0,1
1196,3.0,29.0,0.0,0.0,9.5,0,1
1197,3.0,,0.0,0.0,15.1,0,1
1198,3.0,,0.0,0.0,7.7792,1,0
1199,3.0,,0.0,0.0,8.05,0,1
1200,3.0,,0.0,0.0,8.05,0,1
1201,3.0,22.0,0.0,0.0,7.2292,0,1
1202,3.0,,0.0,0.0,8.05,0,1
1203,3.0,40.0,0.0,0.0,7.8958,0,1
1204,3.0,21.0,0.0,0.0,7.925,0,1
1205,3.0,18.0,0.0,0.0,7.4958,1,0
1206,3.0,4.0,3.0,2.0,27.9,0,1
1207,3.0,10.0,3.0,2.0,27.9,0,1
1208,3.0,9.0,3.0,2.0,27.9,1,0
1209,3.0,2.0,3.0,2.0,27.9,1,0
1210,3.0,40.0,1.0,4.0,27.9,0,1
1211,3.0,45.0,1.0,4.0,27.9,1,0
1212,3.0,,0.0,0.0,7.8958,0,1
1213,3.0,,0.0,0.0,8.05,0,1
1214,3.0,,0.0,0.0,8.6625,0,1
1215,3.0,,0.0,0.0,7.75,0,1
1216,3.0,,0.0,0.0,7.7333,1,0
1217,3.0,19.0,0.0,0.0,7.65,0,1
1218,3.0,30.0,0.0,0.0,8.05,0,1
1219,3.0,,0.0,0.0,8.05,0,1
1220,3.0,32.0,0.0,0.0,8.05,0,1
1221,3.0,,0.0,0.0,7.8958,0,1
1222,3.0,33.0,0.0,0.0,8.6625,0,1
1223,3.0,23.0,0.0,0.0,7.55,1,0
1224,3.0,21.0,0.0,0.0,8.05,0,1
1225,3.0,60.5,0.0,0.0,,0,1
1226,3.0,19.0,0.0,0.0,7.8958,0,1
1227,3.0,22.0,0.0,0.0,9.8375,1,0
1228,3.0,31.0,0.0,0.0,7.925,0,1
1229,3.0,27.0,0.0,0.0,8.6625,0,1
1230,3.0,2.0,0.0,1.0,10.4625,1,0
1231,3.0,29.0,1.0,1.0,10.4625,1,0
1232,3.0,16.0,0.0,0.0,8.05,0,1
1233,3.0,44.0,0.0,0.0,7.925,0,1
1234,3.0,25.0,0.0,0.0,7.05,0,1
1235,3.0,74.0,0.0,0.0,7.775,0,1
1236,3.0,14.0,0.0,0.0,9.225,0,1
1237,3.0,24.0,0.0,0.0,7.7958,0,1
1238,3.0,25.0,0.0,0.0,7.7958,0,1
1239,3.0,34.0,0.0,0.0,8.05,0,1
1240,3.0,0.4167,0.0,1.0,8.5167,0,1
1241,3.0,,1.0,0.0,6.4375,0,1
1242,3.0,,0.0,0.0,6.4375,0,1
1243,3.0,,0.0,0.0,7.225,0,1
1244,3.0,16.0,1.0,1.0,8.5167,1,0
1245,3.0,,0.0,0.0,8.05,0,1
1246,3.0,,1.0,0.0,16.1,0,1
1247,3.0,,1.0,0.0,16.1,1,0
1248,3.0,32.0,0.0,0.0,7.925,0,1
1249,3.0,,0.0,0.0,7.75,0,1
1250,3.0,,0.0,0.0,7.8958,0,1
1251,3.0,30.5,0.0,0.0,8.05,0,1
1252,3.0,44.0,0.0,0.0,8.05,0,1
1253,3.0,,0.0,0.0,7.2292,0,1
1254,3.0,25.0,0.0,0.0,0.0,0,1
1255,3.0,,0.0,0.0,7.2292,0,1
1256,3.0,7.0,1.0,1.0,15.2458,0,1
1257,3.0,9.0,1.0,1.0,15.2458,1,0
1258,3.0,29.0,0.0,2.0,15.2458,1,0
1259,3.0,36.0,0.0,0.0,7.8958,0,1
1260,3.0,18.0,0.0,0.0,9.8417,1,0
1261,3.0,63.0,0.0,0.0,9.5875,1,0
1262,3.0,,1.0,1.0,14.5,0,1
1263,3.0,11.5,1.0,1.0,14.5,0,1
1264,3.0,40.5,0.0,2.0,14.5,0,1
1265,3.0,10.0,0.0,2.0,24.15,1,0
1266,3.0,36.0,1.0,1.0,24.15,0,1
1267,3.0,30.0,1.0,1.0,24.15,1,0
1268,3.0,,0.0,0.0,9.5,0,1
1269,3.0,33.0,0.0,0.0,9.5,0,1
1270,3.0,28.0,0.0,0.0,9.5,0,1
1271,3.0,28.0,0.0,0.0,9.5,0,1
1272,3.0,47.0,0.0,0.0,9.0,0,1
1273,3.0,18.0,2.0,0.0,18.0,1,0
1274,3.0,31.0,3.0,0.0,18.0,0,1
1275,3.0,16.0,2.0,0.0,18.0,0,1
1276,3.0,31.0,1.0,0.0,18.0,1,0
1277,3.0,22.0,0.0,0.0,7.225,0,1
1278,3.0,20.0,0.0,0.0,7.8542,0,1
1279,3.0,14.0,0.0,0.0,7.8542,1,0
1280,3.0,22.0,0.0,0.0,7.8958,0,1
1281,3.0,22.0,0.0,0.0,9.0,0,1
1282,3.0,,0.0,0.0,8.05,0,1
1283,3.0,,0.0,0.0,7.55,0,1
1284,3.0,,0.0,0.0,8.05,0,1
1285,3.0,32.5,0.0,0.0,9.5,0,1
1286,3.0,38.0,0.0,0.0,7.2292,1,0
1287,3.0,51.0,0.0,0.0,7.75,0,1
1288,3.0,18.0,1.0,0.0,6.4958,0,1
1289,3.0,21.0,1.0,0.0,6.4958,0,1
1290,3.0,47.0,1.0,0.0,7.0,1,0
1291,3.0,,0.0,0.0,8.7125,0,1
1292,3.0,,0.0,0.0,7.55,0,1
1293,3.0,,0.0,0.0,8.05,0,1
1294,3.0,28.5,0.0,0.0,16.1,0,1
1295,3.0,21.0,0.0,0.0,7.25,0,1
1296,3.0,27.0,0.0,0.0,8.6625,0,1
1297,3.0,,0.0,0.0,7.25,0,1
1298,3.0,36.0,0.0,0.0,9.5,0,1
1299,3.0,27.0,1.0,0.0,14.4542,0,1
1300,3.0,15.0,1.0,0.0,14.4542,1,0
1301,3.0,45.5,0.0,0.0,7.225,0,1
1302,3.0,,0.0,0.0,7.225,0,1
1303,3.0,,0.0,0.0,14.4583,0,1
1304,3.0,14.5,1.0,0.0,14.4542,1,0
1305,3.0,,1.0,0.0,14.4542,1,0
1306,3.0,26.5,0.0,0.0,7.225,0,1
1307,3.0,27.0,0.0,0.0,7.225,0,1
1308,3.0,29.0,0.0,0.0,7.875,0,1
